County Name,Census Tract,Count,Population,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,IBL Ranking
King,53033022902,31,33307,115.82,77.56,168.98,1
King,53033023000,50,30487,156.84,115.69,209.45,4
King,53033023100,45,20180,147.35,107.36,204.48,3
King,53033023201,50,36135,112.61,82.78,154.21,1
King,53033023202,67,23445,170.26,128.57,225.69,4
King,53033023300,64,33001,155.14,119.38,200.42,3
King,53033023401,54,19864,232.72,174.65,307.3,8
King,53033023403,40,20778,163.37,115.94,228.42,4
King,53033023404,16,17444,171.41 (NR),95.2 (NR),286.35 (NR),5
King,53033023500,25,20022,104,67.11,158.53,1
King,53033023601,68,20778,203.26,157.23,265.86,7
King,53033023603,28,32466,122.56,80.59,179.21,2
King,53033023604,51,32917,148.3,110.04,196.9,3
King,53033023700,27,22506,163.14,104.74,244.18,4
King,53033023801,13,15958,101.74 (NR),54.02 (NR),177.53 (NR),1
King,53033023803,84,30410,119.95,90.58,174.57,2
King,53033023804,40,29983,121.41,86.7,187.58,2
King,53033023900,60,36577,130.32,99.28,172.31,2
King,53033024000,53,40000,98.81,73.55,133.14,1
King,53033024100,27,22535,93.32,61.02,158.63,1
King,53033024200,22,16077,105.62,65.58,201.89,1
King,53033024300,112,41104,94.31,76.42,124.57,1
King,53033024400,59,15858,115.23,84.41,166.4,1
King,53033024500,38,23298,111.87,79.1,168.63,1
King,53033024601,41,22452,137.5,97.97,218.47,2
King,53033024602,16,18588,84.06 (NR),47.11 (NR),169.16 (NR),1
King,53033024701,29,19000,120.62,80.66,179.45,2
King,53033024702,91,38752,238.25,191.22,294.88,8
King,53033024800,38,31003,154.12,108.23,213.96,3
King,53033024901,34,26143,170.07,115.27,248.76,4
King,53033024902,30,20146,226.13,149.27,330.56,8
King,53033024903,30,36017,149.44,99.38,219.62,3
King,53033025001,47,26093,173.18,126.37,236.37,5
King,53033025003,30,35864,211.66,136.01,316.58,7
King,53033025005,31,27322,234,156.27,339.68,8
King,53033025006,64,32002,167.18,128.36,217.32,4
King,53033025101,39,31113,273.71,188.58,385.87,9
King,53033025102,38,43252,164.5,112.69,233.86,4
King,53033025200,80,43149,208.39,164.44,261.33,7
King,53033025301,49,34406,147.45,108.12,199.11,3
King,53033025302,109,26050,172.31,136.12,224.17,5
King,53033025400,40,39020,138.57,98.13,191.37,2
King,53033025500,48,25640,198.72,145.67,266.35,6
King,53033025601,49,27155,187.63,138.32,250.18,6
King,53033025602,32,32141,189.93,125.97,277.07,6
King,53033025701,63,31460,137.52,104.86,180.17,2
King,53033025702,21,18208,152.19,90.05,244.32,3
King,53033025803,42,25165,303.18,213.08,423.41,10
King,53033025804,31,19254,261.08,166.9,395.23,9
King,53033025805,36,25904,206.92,142.01,293.2,7
King,53033025806,46,26629,236.1,172.02,317.41,8
King,53033026001,79,29061,220.35,173.91,277.92,8
King,53033026002,82,41429,241.17,191.23,301.06,8
King,53033026100,79,37799,238.76,188.03,299.43,8
King,53033026200,32,26605,162.58,108.42,236.46,4
King,53033026300,10,9063,132.46 (NR),58.07 (NR),272.52 (NR),2
King,53033026400,53,30229,216.03,160.32,286.81,7
King,53033026500,24,20879,121.35,75.45,188.25,2
King,53033026600,18,12638,191.93,107.57,328.78,6
King,53033026700,53,28875,189.26,141.21,249.21,6
King,53033026801,38,29782,198.65,133.36,291.46,6
King,53033026802,55,30318,254.95,188.44,339.24,9
King,53033027000,33,18156,243.29,165.11,347.49,9
King,53033027100,34,18451,190.06,130.97,268.07,6
King,53033027200,21,13444,297.55,176.62,474.31,10
King,53033027300,46,33187,219.44,158.46,297.26,8
King,53033027400,63,28613,261.41,199.53,337.71,9
King,53033027500,81,25208,229.09,180.78,288.99,8
King,53033027600,32,24999,162.56,109.98,233.24,4
King,53033027701,65,28964,150.99,115.46,199.8,3
King,53033027702,44,25394,140.35,98.79,203.68,2
King,53033027800,40,17140,125.57,89.26,185.4,2
King,53033027900,103,35622,274.21,222.8,335.56,9
King,53033028000,33,18049,264.53,169.57,404.43,9
King,53033028100,13,12827,163.05 (NR),85.08 (NR),290.52 (NR),4
King,53033028200,27,24904,212.25,131.66,327.26,7
King,53033028300,46,25984,219.12,159.06,295.24,8
King,53033028402,32,26725,159.42,107.56,231.16,4
King,53033028403,62,28432,172.08,131.06,224.43,5
King,53033028500,49,21392,262.32,191.83,352.18,9
King,53033028600,116,32384,182.25,149.55,226.32,5
King,53033028700,61,26512,222.4,168.62,289.81,8
King,53033028801,143,15135,439.52,347.8,556.14,10
King,53033028802,49,32725,233.47,169.84,314.89,8
King,53033028901,70,18070,216.51,167.22,282.63,7
King,53033028902,67,32248,287.76,221.33,370.13,10
King,53033029001,114,22712,175.59,141.25,223.07,5
King,53033029003,52,29613,281.05,206.8,374.61,10
King,53033029004,28,19352,341.79,214.24,538.51,10
King,53033029101,28,16771,302.63,189.88,466.59,10
King,53033029102,47,22407,292.06,209.3,399.25,10
King,53033029203,39,21199,187.06,128.87,266.73,6
King,53033029204,41,35313,196.51,137.88,273.21,6
King,53033029205,36,24003,213.28,138.41,331.83,7
King,53033029206,40,20526,231.83,164.28,320.35,8
King,53033029303,107,41577,199.84,162.96,244.01,6
King,53033029304,46,27111,356.69,250.91,496.01,10
King,53033029305,40,22001,206.03,146.35,283.55,7
King,53033029306,37,19769,165.23,115.67,233.33,4
King,53033029307,26,20465,260.71,159.42,408.08,9
King,53033029403,62,29388,258.42,195.92,335.41,9
King,53033029405,35,30543,239.78,156.07,357.43,8
King,53033029406,45,25829,332,236.2,455.72,10
King,53033029407,74,25578,492.66,377.9,635.02,10
King,53033029408,27,22514,274.17,165.68,434.26,9
King,53033029502,53,36654,250.63,180.76,341.49,9
King,53033029503,47,41178,310.64,216.8,435.57,10
King,53033029504,87,28794,304.76,239.5,385.17,10
King,53033029601,42,37327,287.59,198.77,405.87,10
King,53033029602,45,34363,222.28,154.65,313.98,8
King,53033029700,122,39696,200.27,165.55,242.02,6
King,53033029801,60,40875,293.88,215.92,393.67,10
King,53033029802,79,48511,261.58,203.08,332.8,9
King,53033029901,37,25048,242.92,163.78,351.94,9
King,53033029902,56,25712,407.03,298.92,544.2,10
King,53033030003,74,31686,273.86,212.53,348.25,9
King,53033030004,50,42530,380.5,258.19,548.46,10
King,53033030005,53,29211,313.99,226.67,428.47,10
King,53033030006,73,20178,301.18,235,383.27,10
King,53033030100,92,38462,240.72,192.08,299.29,8
King,53033030201,51,28224,363.26,259.15,499.53,10
King,53033030202,116,35949,294.35,242.8,354.64,10
King,53033030304,17,19199,156.1,82.44,278.03,4
King,53033030305,67,25742,235.88,180.62,305.32,8
King,53033030306,51,29573,218.95,158.96,296.3,7
King,53033030308,47,32674,319.86,223.86,447.86,10
King,53033030309,42,30029,201.05,142.19,279.27,6
King,53033030310,72,31710,215.6,166.46,277.12,7
King,53033030311,42,26149,234.67,166.6,322.7,8
King,53033030312,45,24965,327.1,226.62,463.01,10
King,53033030313,77,21104,223.44,172.05,290.91,8
King,53033030314,129,23731,325.44,268.16,398.31,10
King,53033030401,57,45994,210.8,154.77,282.39,7
King,53033030403,64,23736,248.97,189.98,322.73,9
King,53033030404,39,24539,210.68,145.91,296.87,7
King,53033030501,56,11045,269.52,199.24,372.89,9
King,53033030503,91,26043,271.48,217.04,337.89,9
King,53033030504,34,23689,124.97,85.94,178.95,2
King,53033030600,67,27320,291.65,224.69,373.03,10
King,53033030700,63,19875,315.5,242.09,406.3,10
King,53033030801,100,35127,450.79,362.58,555.22,10
King,53033030802,76,20576,462.06,361.59,583.44,10
King,53033030901,32,18870,345.36,218.59,530.81,10
King,53033030902,47,29805,253.55,183.19,343.33,9
King,53033031000,12,22171,92.34 (NR),40.68 (NR),192.99 (NR),1
King,53033031100,84,35345,263.1,207.63,329.88,9
King,53033031202,72,33950,279.31,216.27,355.53,10
King,53033031204,59,32199,290.12,215.42,384.38,10
King,53033031205,76,39766,643.89,495.09,825.34,10
King,53033031206,33,25903,117.15,79.93,168.48,1
King,53033031301,40,13278,295,206.92,414.79,10
King,53033031302,44,23101,164.96,119.82,224.19,4
King,53033031400,119,29685,250,205.72,303.88,9
King,53033031501,39,20210,316.78,208.25,469.76,10
King,53033031502,48,22035,189.63,138.36,258.06,6
King,53033031601,42,28176,283.26,193.16,405,10
King,53033031603,34,31220,195.77,127,294.87,6
King,53033031604,20,27352,264.24,143.53,453.45,9
King,53033031605,24,19624,163.59,100.42,257.2,4
King,53033031703,76,36613,174.77,137.37,221.98,5
King,53033031704,50,30122,263.06,192.83,351.75,9
King,53033031705,24,20517,278.59,169.21,437.43,10
King,53033031706,64,37132,282.82,215.43,365.77,10
King,53033031800,45,25379,221.32,154.32,310.34,8
King,53033031903,48,36863,163.94,116.52,225.96,4
King,53033031904,25,17695,272.34,162.22,437.08,9
King,53033031906,24,20425,206.57,121.86,332.67,7
King,53033031907,47,39312,225.48,160.58,309.43,8
King,53033031908,45,22282,249.95,180.58,338.08,9
King,53033031909,19,15352,280.62,151.05,486.34,10
King,53033032002,27,15607,206.53,129.78,317.69,7
King,53033032003,39,25626,168.5,116.13,247.78,4
King,53033032005,47,34755,327.21,226.47,461.66,10
King,53033032006,47,25650,208.77,149.67,285.78,7
King,53033032007,27,19072,263.33,165.14,405.12,9
King,53033032008,24,21750,208.13,128.75,319.97,7
King,53033032010,30,29610,132.49,89.17,190.8,2
King,53033032011,16,23047,242.74 (NR),132.22 (NR),412.81 (NR),9
King,53033032102,32,24394,144.53,95.57,214.15,3
King,53033032103,58,25680,177.65,134.06,235.62,5
King,53033032104,75,31543,210.1,164.65,266.02,7
King,53033032203,31,40108,167.59,110.31,245.58,4
King,53033032207,17,18504,146.25,83.73,238.93,3
King,53033032208,156,45729,121.75,101.42,149.04,2
King,53033032210,31,72306,204.99,132.99,304.97,7
King,53033032211,13,24599,153.03 (NR),68.1 (NR),306.93 (NR),3
King,53033032212,15,41432,123.94 (NR),64.67 (NR),217.18 (NR),2
King,53033032213,17,23614,169.84,94.49,286.25,4
King,53033032214,**,35274,**,**,**,1
King,53033032215,**,27533,**,**,**,6
King,53033032307,37,33633,218.65,146.57,316.43,7
King,53033032309,60,45383,94.69,68.13,133.41,1
King,53033032311,34,31022,254.74,166.47,375.27,9
King,53033032313,29,29629,224.67,147.19,331.25,8
King,53033032315,28,28315,203.39,126.63,312.62,7
King,53033032316,14,28726,137.12 (NR),68.81 (NR),248.98 (NR),2
King,53033032317,21,31505,140.11,83.42,221.95,2
King,53033032318,10,31740,114.55 (NR),50.75 (NR),223.85 (NR),1
King,53033032319,79,26235,145.85,111.34,193.97,3
King,53033032320,25,22691,130.31,82.73,200.99,2
King,53033032321,13,34138,129.75 (NR),66.42 (NR),229.08 (NR),2
King,53033032322,**,17534,**,**,**,7
King,53033032323,80,31073,138.07,105.42,180.88,2
King,53033032324,35,27646,200.68,136.66,285.79,6
King,53033032325,20,30618,308.19,177.79,500.43,10
King,53033032326,33,19429,112.57,75.82,175.23,1
King,53033032327,60,22931,319.64,232.82,467.62,10
King,53033032328,17,16974,211.04,111.91,366.4,7
King,53033032329,31,43476,164.61,107.8,242.58,4
King,53033032401,41,32324,305.24,207.37,437.34,10
King,53033032402,26,34001,247.67,143.72,404.33,9
King,53033032500,28,29309,137.59,87.77,207.83,2
King,53033032601,25,14756,192.58,123.82,287.4,6
King,53033032602,37,69882,172.71,114.27,251.89,5
King,53033032702,30,34593,203.2,129.85,306.33,7
King,53033032703,10,9814,153.13 (NR),71.43 (NR),289.63 (NR),3
King,53033032704,81,35365,252.37,199.38,316.04,9
King,53033032800,24,15021,177.55,107.08,290.7,5
King,53033990100,0,0,0 (NR),0 (NR),0 (NR),1
Kitsap,53035080101,93,13918,204.12,159.9,278.28,7
Kitsap,53035080102,81,24104,203.58,158.08,263.68,7
Kitsap,53035080200,60,17846,183.38,137,248.93,5
Kitsap,53035080300,122,16623,327.41,262.49,412.42,10
Kitsap,53035080400,49,16784,148.07,106.74,211.11,3
Kitsap,53035080500,28,15944,201.32,129.1,307,6
Kitsap,53035080600,52,25338,174.29,129.33,233.37,5
Kitsap,53035080700,70,17000,166.79,124.2,232.07,4
Kitsap,53035080800,**,10135,**,**,**,9
Kitsap,53035080900,55,22508,151.11,113.44,204.29,3
Kitsap,53035081000,62,21618,199.15,148.54,266.81,6
Kitsap,53035081100,85,14442,420.26,330.18,533.69,10
Kitsap,53035081200,31,15226,185.15,124.26,270.39,5
Kitsap,53035081400,0,22308,0 (NR),0 (NR),0 (NR),1
Kitsap,53035090101,64,29567,146.45,110.83,195.37,3
Kitsap,53035090102,59,31919,117.66,87.28,160.73,1
Kitsap,53035090201,41,25825,119.35,84.12,170.74,1
Kitsap,53035090202,44,27454,117.16,84.29,162.29,1
Kitsap,53035090300,**,31921,**,**,**,1
Kitsap,53035090400,75,23826,194.79,150.82,253.3,6
Kitsap,53035090501,139,20973,179.05,142.07,236.17,5
Kitsap,53035090502,72,25649,122.41,93.07,163.63,2
Kitsap,53035090700,46,26620,107.92,78.71,167.27,1
Kitsap,53035090800,34,21723,105.48,72.81,167.19,1
Kitsap,53035090900,134,38302,117.3,95.48,149.47,1
Kitsap,53035091000,39,34975,84.2,58.75,129.74,1
Kitsap,53035091100,54,25477,146.75,109.05,199.17,3
Kitsap,53035091201,49,20613,133.35,98.54,184.47,2
Kitsap,53035091203,42,37183,111.01,79.71,152.59,1
Kitsap,53035091204,62,16354,125.92,92.84,183.13,2
Kitsap,53035091301,44,22532,140.48,100.16,197.48,2
Kitsap,53035091302,55,29982,145.23,108.65,196.41,3
Kitsap,53035091400,35,16680,110.02,74.63,173.78,1
Kitsap,53035091500,48,21054,165.13,120,225.52,4
Kitsap,53035091600,69,33026,159.99,123.29,207.49,4
Kitsap,53035091700,86,41065,198.46,155.83,250.3,6
Kitsap,53035091800,34,15012,159.7,107.5,238.75,4
Kitsap,53035091900,57,21345,171.79,129.42,229.02,5
Kitsap,53035092000,64,29670,208.82,155.8,276.85,7
Kitsap,53035092100,90,45433,146.25,116.57,183.43,3
Kitsap,53035092200,124,34497,194.57,157.92,240.04,6
Kitsap,53035092300,99,31413,196.08,157.8,243.99,6
Kitsap,53035092400,73,31283,161.04,124.57,208.04,4
Kitsap,53035092500,152,28891,266.21,223.53,319.62,9
Kitsap,53035092600,55,32021,120.87,89.87,162.37,2
Kitsap,53035092701,36,23933,118.59,81.45,171.21,1
Kitsap,53035092704,43,16867,164.04,117.16,233.97,4
Kitsap,53035092801,42,22556,148.14,105.14,207.33,3
Kitsap,53035092802,39,23018,135.17,94.03,194.39,2
Kitsap,53035092803,41,15066,242.94,163.66,352.38,9
Kitsap,53035092901,68,29103,175.64,133.16,231.36,5
Kitsap,53035092902,58,28077,180.4,134.79,238.41,5
Kitsap,53035940000,25,18562,105.21,66.54,162.66,1
Kitsap,53035940100,63,33048,129.05,98.02,170.81,2
Kitsap,53035990100,0,0,0 (NR),0 (NR),0 (NR),1
Kittitas,53037975100,82,38776,132.25,103.89,169.47,2
Kittitas,53037975200,74,30013,178.49,137.78,235.69,5
Kittitas,53037975300,51,23823,175.31,128.17,238.93,5
Kittitas,53037975401,27,39559,147.67,97.03,220.35,3
Kittitas,53037975402,129,26354,187.24,150.92,237.1,6
Kittitas,53037975500,41,32194,180.45,128.44,248.25,5
Kittitas,53037975600,22,14475,166.04,102.69,261.71,4
Kittitas,53037975700,52,23557,160.05,118.46,216.58,4
Klickitat,53039950100,132,44688,157.26,129.56,192.84,4
Klickitat,53039950200,55,22409,131.36,97.01,184.66,2
Klickitat,53039950300,70,43013,99.92,77.62,129.08,1
Lewis,53041970100,43,17789,200.02,143.35,278.42,6
Lewis,53041970200,132,17237,235.71,189.57,305.1,8
Lewis,53041970300,125,25279,244.15,199.55,301.98,9
Lewis,53041970400,79,29470,231.89,183.18,291.78,8
Lewis,53041970500,35,10771,261.05,180.01,374.21,9
Lewis,53041970600,42,10026,320.69,230.23,442.17,10
Lewis,53041970700,42,20540,219.26,156.76,300.33,8
Lewis,53041970800,74,21102,264.42,206.43,338.13,9
Lewis,53041970900,14,9135,137.22 (NR),73.19 (NR),241.51 (NR),2
Lewis,53041971000,48,14904,174.81,122.84,250.14,5
Lewis,53041971100,55,19980,202.71,151.17,271.49,7
Lewis,53041971200,58,17467,230.94,172.64,310.17,8
Lewis,53041971300,92,29540,247.04,197.85,306.84,9
Lewis,53041971400,47,14049,273.31,198.46,372.63,9
Lewis,53041971500,113,36832,233.6,191.64,284.19,8
Lewis,53041971600,66,20235,214.49,164.96,281.64,7
Lewis,53041971700,76,24982,197.59,153.66,257.58,6
Lewis,53041971800,82,22587,227.24,178.4,291.81,8
Lewis,53041971900,85,14877,292.25,230.65,377.25,10
Lewis,53041972000,74,15640,251.31,189.69,344.61,9
Lincoln,53043960100,25,8617,152.18,95.81,251.96,3
Lincoln,53043960200,47,16938,192.66,139.62,271.02,6
Lincoln,53043960300,56,13842,216.39,159.63,306.02,7
Lincoln,53043960400,72,14763,225.94,175.67,303.3,8
Mason,53045940000,12,3716,269.62 (NR),131.01 (NR),515.2 (NR),9
Mason,53045960100,15,4082,246.35 (NR),129.83 (NR),1214.48 (NR),9
Mason,53045960200,109,30107,182.12,147.57,228.93,5
Mason,53045960300,81,32932,188.9,148.63,239.85,6
Mason,53045960400,136,47463,164.6,137.15,198.81,4
Mason,53045960500,70,26349,129.51,100.35,173.81,2
Mason,53045960600,63,28062,223.45,171.41,288.65,8
Mason,53045960700,25,8996,253.97,161.03,390.14,9
Mason,53045960800,145,21278,315.69,258.25,388.58,10
Mason,53045960900,55,24601,213.68,160.46,281.28,7
Mason,53045961000,70,25072,164.76,127.2,215.71,4
Mason,53045961100,118,30931,208.98,171.12,258.25,7
Mason,53045961200,45,19773,129,91.98,184.24,2
Mason,53045961300,45,16797,159.69,114.41,225.37,4
Okanogan,53047940100,22,14343,109.37,67.21,178.41,1
Okanogan,53047940200,33,15608,245.84,162.18,363.58,9
Okanogan,53047970300,105,37976,162.12,131.47,202.57,4
Okanogan,53047970400,55,18999,148.9,111.66,204.4,3
Okanogan,53047970500,31,11925,177.05,118.32,270.68,5
Okanogan,53047970600,129,34056,206.33,170.96,250.89,7
Okanogan,53047970700,55,21506,195.96,146.97,260.21,6
Okanogan,53047970800,55,25123,170.58,128.14,226.04,5
Okanogan,53047970900,24,13403,107.45,66.91,193.92,1
Okanogan,53047971000,36,19251,120.99,82.07,186.11,2
Pacific,53049950200,107,21239,277.39,225.46,344.71,10
Pacific,53049950300,76,18122,202.68,158.23,266.25,7
Pacific,53049950400,67,19982,185.58,143.02,245.26,6
Pacific,53049950500,61,12693,234.02,173.3,329.01,8
Pacific,53049950600,55,6606,446.31,326.22,639.3,10
Pacific,53049950700,102,15661,306.24,238.82,428.98,10
Pacific,53049950800,98,13026,340.47,250.52,482.68,10
Pacific,53049990100,0,0,0 (NR),0 (NR),0 (NR),1
Pend Oreille,53051970100,31,10837,157.53,104.82,249.32,4
Pend Oreille,53051970200,43,13926,188.91,132.85,274.77,6
Pend Oreille,53051970300,54,16894,145.16,105.94,204.62,3
Pend Oreille,53051970400,35,13974,160.01,108.04,246.73,4
Pend Oreille,53051970500,33,12159,180.3,120.67,271.66,5
Pierce,53053060200,16,11430,541.71 (NR),253.95 (NR),1133.22 (NR),10
Pierce,53053060300,121,26375,162.47,130.5,207.02,4
Pierce,53053060400,40,19910,172.4,121.83,243.7,5
Pierce,53053060500,29,20028,118.05,77.54,178.24,1
Pierce,53053060600,34,27156,121.66,83.11,174.03,2
Pierce,53053060700,50,33297,222.28,160.82,302.92,8
Pierce,53053060800,42,26748,117.03,83.11,164.05,1
Pierce,53053060903,71,16068,216.55,167.66,287.83,7
Pierce,53053060904,59,25688,205.39,155.56,268.38,7
Pierce,53053060905,194,32572,201.62,170.63,242.74,7
Pierce,53053060906,45,10503,208.53,146.71,311.73,7
Pierce,53053061001,99,19755,157.78,123.05,210.35,4
Pierce,53053061002,106,21831,254.85,205.86,319.59,9
Pierce,53053061100,163,32121,266.04,222.62,318.46,9
Pierce,53053061200,58,25667,200.76,150.89,264.21,6
Pierce,53053061300,45,24426,237.66,170.68,324.89,8
Pierce,53053061400,50,22251,391.24,262.88,583.98,10
Pierce,53053061500,65,26045,226.99,174.33,315.02,8
Pierce,53053061601,36,9726,205.8,143.11,348.53,7
Pierce,53053061602,12,5651,620.65 (NR),171.55 (NR),1710.41 (NR),10
Pierce,53053061700,52,26471,230.2,170.72,305.41,8
Pierce,53053061800,29,14744,222.3,146.99,327.3,8
Pierce,53053061900,43,10014,314.33,223.94,437.95,10
Pierce,53053062000,42,21550,212.79,150.45,294.53,7
Pierce,53053062300,59,28652,260.92,196.16,341.75,9
Pierce,53053062400,65,28069,196.88,151.42,254.05,6
Pierce,53053062500,80,36168,246.76,193.27,311.78,9
Pierce,53053062600,55,19509,414.59,308.92,546.54,10
Pierce,53053062801,109,32601,439.87,353.63,543.3,10
Pierce,53053062802,47,21497,251.96,182.97,340.38,9
Pierce,53053062900,76,38845,228.89,178.02,292.12,8
Pierce,53053063000,30,15192,197.7,132.69,284.94,6
Pierce,53053063100,74,22143,228.99,178.72,292.99,8
Pierce,53053063200,72,24826,249.25,194.52,316.68,9
Pierce,53053063300,150,41554,303.39,254.49,360.12,10
Pierce,53053063400,107,40487,237.51,194.12,289.42,8
Pierce,53053063501,56,21258,229.58,172.49,302.92,8
Pierce,53053063502,60,26639,293.66,220.71,384.75,10
Pierce,53053070100,22,18149,183.44,108.68,294.84,5
Pierce,53053070203,54,45594,184.26,133.09,251.74,5
Pierce,53053070204,30,18410,182.65,119.42,271.36,5
Pierce,53053070205,28,18132,184,118.2,285.49,5
Pierce,53053070206,44,22967,229.61,164.41,313.63,8
Pierce,53053070207,64,27058,195.15,149.01,253.09,6
Pierce,53053070307,37,26893,198.94,135.86,283.04,6
Pierce,53053070308,35,22385,287.27,191.76,420.7,10
Pierce,53053070309,64,31351,188.65,144.25,244.23,6
Pierce,53053070310,43,26873,290.18,201.78,410.1,10
Pierce,53053070311,34,24417,270.12,175.34,404.6,9
Pierce,53053070312,31,33021,219.09,143.68,322.31,8
Pierce,53053070313,55,31541,249.51,181.24,337.24,9
Pierce,53053070314,20,16491,138.26,81.07,223.31,2
Pierce,53053070315,27,30591,111.54,71.17,168.63,1
Pierce,53053070316,16,31584,94.82 (NR),51.72 (NR),162.88 (NR),1
Pierce,53053070401,29,10462,265.96,172.18,398.46,9
Pierce,53053070403,69,20889,206.88,160.21,267.57,7
Pierce,53053070404,36,27118,271.29,180.02,397.18,9
Pierce,53053070703,68,30747,187.57,143.89,241.76,6
Pierce,53053071100,38,12582,197.94,135.84,287.53,6
Pierce,53053071205,76,24661,235.14,183.74,301.53,8
Pierce,53053071206,62,34618,200.49,152.22,260.01,6
Pierce,53053071207,105,32956,317.48,259.2,386.21,10
Pierce,53053071208,139,40865,208.38,173.31,250.46,7
Pierce,53053071209,34,21643,294.86,196.48,428.28,10
Pierce,53053071210,47,27891,193.92,138.54,266.41,6
Pierce,53053071304,76,31948,301.2,236.25,379.08,10
Pierce,53053071305,62,19761,202.32,154.08,266.92,7
Pierce,53053071306,76,32079,276.62,216.09,349.71,10
Pierce,53053071307,49,25204,225.42,165.75,300.22,8
Pierce,53053071309,40,22605,296.61,209.27,409.12,10
Pierce,53053071310,47,32298,207.9,148.88,284.54,7
Pierce,53053071403,74,20691,282.62,220.49,360.74,10
Pierce,53053071406,67,42365,263.95,195.33,351.51,9
Pierce,53053071407,60,35724,256.01,188.12,342.93,9
Pierce,53053071408,48,20722,241.99,175.8,327.39,8
Pierce,53053071409,46,22835,283.22,194.84,407.92,10
Pierce,53053071410,81,39384,237.06,186.73,297.9,8
Pierce,53053071411,41,32098,302.56,202.98,440.79,10
Pierce,53053071503,73,26749,259.31,199.34,333.74,9
Pierce,53053071504,59,27077,292.97,221.81,383.49,10
Pierce,53053071505,76,27167,246.87,192.23,314.52,9
Pierce,53053071506,75,28826,229.92,178.71,293.39,8
Pierce,53053071601,74,26054,239.19,186.01,305.09,8
Pierce,53053071602,70,39157,264.18,202.59,340.8,9
Pierce,53053071703,70,19463,361.28,279.78,464.04,10
Pierce,53053071704,20,22376,175.93,102.9,290.98,5
Pierce,53053071705,36,19403,219.1,151.3,309.22,8
Pierce,53053071706,19,9831,237.45,140.6,431.69,8
Pierce,53053071707,37,14653,283.76,196.06,403.7,10
Pierce,53053071803,66,29246,243.13,187.21,311.66,9
Pierce,53053071805,51,18260,277.05,205.7,367.26,10
Pierce,53053071806,35,21338,472.69,282.36,779.49,10
Pierce,53053071807,43,18038,260.66,188.06,354.45,9
Pierce,53053071808,59,19657,259.04,195.81,340.77,9
Pierce,53053071901,124,23856,275.13,225.49,338.69,9
Pierce,53053071902,98,26128,207.46,166.15,262.33,7
Pierce,53053072000,46,24263,240.24,171.52,332.47,8
Pierce,53053072105,92,26397,195.05,155.51,271.36,6
Pierce,53053072106,100,29763,260.92,211.16,321.93,9
Pierce,53053072107,78,21338,230.93,181.26,296.5,8
Pierce,53053072108,88,28825,228.5,182.92,284.92,8
Pierce,53053072109,41,18588,147.92,105.46,210.42,3
Pierce,53053072111,37,13360,173.82,121.93,250.47,5
Pierce,53053072112,77,22473,284.16,221.88,362.49,10
Pierce,53053072305,77,30384,147.21,114.87,190.84,3
Pierce,53053072307,49,22436,150.64,110.66,204.77,3
Pierce,53053072308,97,35845,169.56,136.48,212.23,4
Pierce,53053072309,71,30400,186.1,144.54,239.04,6
Pierce,53053072310,67,19278,260.81,201.62,335.84,9
Pierce,53053072311,77,24069,263.94,206.91,334.45,9
Pierce,53053072312,61,29254,222.68,169.23,289,8
Pierce,53053072313,37,20436,206.39,142.94,289.8,7
Pierce,53053072405,28,21605,125,81.17,195.65,2
Pierce,53053072406,73,33622,303.26,235.53,385.69,10
Pierce,53053072407,124,25210,259.8,214.3,320.94,9
Pierce,53053072408,144,31992,224.63,186.95,273.12,8
Pierce,53053072409,22,13118,151.77,91.46,250.08,3
Pierce,53053072410,30,19961,162.1,105.46,249.79,4
Pierce,53053072503,38,22345,183.45,127.92,256.77,5
Pierce,53053072504,46,25429,193.06,139.37,270.51,6
Pierce,53053072505,99,46844,140.88,113.64,175.84,2
Pierce,53053072506,35,18932,150.35,102.67,224.2,3
Pierce,53053072507,71,16216,154.56,119.22,226.31,3
Pierce,53053072601,43,27846,155.72,109.96,215.57,3
Pierce,53053072602,57,21436,178.19,132.16,241.79,5
Pierce,53053072603,73,29321,195.75,149.48,255.38,6
Pierce,53053072800,58,47371,140.57,105.28,185.63,2
Pierce,53053072901,**,14701,**,**,**,8
Pierce,53053072903,**,19928,**,**,**,10
Pierce,53053072905,**,28355,**,**,**,10
Pierce,53053072906,0,14688,0 (NR),0 (NR),0 (NR),1
Pierce,53053072907,**,25747,**,**,**,1
Pierce,53053073001,66,34244,169.26,128.53,220.29,4
Pierce,53053073005,70,28787,247.67,189.67,321.26,9
Pierce,53053073006,45,21000,177.04,125.27,251.17,5
Pierce,53053073108,49,48680,181.91,130.64,248.31,5
Pierce,53053073110,33,20119,238.44,158.77,347.35,8
Pierce,53053073111,35,22765,251.18,170.71,358.5,9
Pierce,53053073113,58,39775,251.3,185.37,334.52,9
Pierce,53053073114,63,28863,277.58,207.59,367.18,10
Pierce,53053073115,54,23105,434.15,311.68,593.18,10
Pierce,53053073116,38,22710,199.6,137.62,282.69,6
Pierce,53053073117,43,20068,227.85,159.75,318.99,8
Pierce,53053073118,40,24223,203.6,142.02,284.68,7
Pierce,53053073119,32,16584,255.16,169.37,373.1,9
Pierce,53053073120,34,24615,228.58,151.66,336.69,8
Pierce,53053073121,38,25454,359.86,248.44,506.1,10
Pierce,53053073122,29,26925,244.45,156.39,367.61,9
